RID	MEDV_5.0(b=4.6209)	Support	Rule
(-1, 68)	0.4871	0.8203	INDUS <= 15.354 | NOX <= 0.562 | TAX <= 375.675 | LSTAT <= 15.211
(-1, 65)	0.4859	0.9346	CHAS > 0.173 | NOX > 0.748 | DIS > 2.631 | CRIM <= 7.209 | INDUS <= 4.346 | NOX <= 0.677 | AGE <= 72.357 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 52)	0.4806	0.3137	RM > 6.405 & B > 309.410 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434
(-1, 82)	0.4792	0.9281	CHAS > 0.173 | NOX > 0.748 | CRIM <= 7.209 | NOX <= 0.677 | AGE <= 72.357 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 44)	0.4791	0.6013	RM > 5.799 & B > 282.877 & CRIM <= 7.209 & NOX <= 0.677 & LSTAT <= 15.211
(-1, 12)	0.4782	0.6765	B > 350.428 & CRIM <= 10.909 & LSTAT <= 15.211
(-1, 58)	0.4760	0.9510	RM > 6.405 | DIS > 2.631 | CRIM <= 7.209 | INDUS <= 12.545 | NOX <= 0.677 | AGE <= 72.357 | LSTAT <= 15.211
(-1, 46)	0.4702	0.3137	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.677 & TAX <= 410.434
(-1, 49)	0.4686	0.3137	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & LSTAT <= 12.319
(-1, 67)	0.4683	0.8529	CHAS > 0.173 | NOX > 0.748 | INDUS <= 12.545 | AGE <= 79.783 | PTRATIO <= 16.149 | LSTAT <= 15.211
(-1, 56)	0.4676	0.8758	CHAS > 0.326 | NOX > 0.748 | CRIM <= 5.135 | INDUS <= 4.346 | AGE <= 72.357 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 40)	0.4658	0.3137	RM > 6.405 & B > 282.877 & CRIM <= 10.909 & NOX <= 0.677 & LSTAT <= 12.319
(-1, 30)	0.4619	0.7484	B > 309.410 & CRIM <= 7.209 & NOX <= 0.664
(-1, 48)	0.4598	0.1373	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 6)	0.4566	0.2418	RM > 5.372 & B > 350.428 & NOX <= 0.664 & PTRATIO <= 17.625 & LSTAT <= 15.211
(-1, 23)	0.4549	0.5752	RM > 5.799 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.664 & TAX <= 410.434
(-1, 69)	0.4511	0.9183	RM > 6.405 | DIS > 2.631 | INDUS <= 15.354 | NOX <= 0.677 | AGE <= 72.357 | TAX <= 375.675 | LSTAT <= 15.211
(-1, 39)	0.4505	0.3235	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & LSTAT <= 15.211
(-1, 29)	0.4470	0.3235	RM > 6.405 & B > 350.428 & NOX <= 0.664 & LSTAT <= 15.211
(-1, 57)	0.4439	0.9542	CHAS > 0.173 | NOX > 0.748 | RM > 6.405 | DIS > 2.631 | CRIM <= 7.209 | NOX <= 0.677 | AGE <= 72.357 | RAD <= 8.823 | TAX <= 489.688 | LSTAT <= 15.211
(-1, 7)	0.4432	0.1667	B > 309.410 & CRIM <= 7.209 & NOX <= 0.677 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 22)	0.4429	0.5458	RM > 5.372 & B > 350.428 & CRIM <= 10.909 & LSTAT <= 12.319
(-1, 45)	0.4406	0.6797	RM > 5.799 & B > 350.428 & CRIM <= 7.209
(-1, 71)	0.4343	0.9346	CHAS > 0.173 | NOX > 0.748 | DIS > 2.631 | CRIM <= 7.209 | INDUS <= 12.545 | NOX <= 0.677 | AGE <= 72.357 | RAD <= 15.934 | TAX <= 458.541 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 5)	0.4281	0.3301	RM > 6.405 & B > 282.877 & CRIM <= 7.209 & LSTAT <= 15.211
(-1, 47)	0.4256	0.2614	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 55)	0.4236	0.3235	RM > 6.405 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.677 & LSTAT <= 15.211
(-1, 16)	0.4165	0.1405	RM > 6.405 & B > 350.428 & CRIM <= 5.135 & TAX <= 410.434 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 9)	0.4138	0.6699	B > 350.428 & CRIM <= 7.209 & LSTAT <= 15.211
(-1, 36)	0.4124	0.1667	CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 51)	0.4095	0.6438	RM > 5.252 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434
(-1, 54)	-0.4091	0.6176	INDUS > 4.346 & PTRATIO > 17.416 & CHAS <= 0.173 & NOX <= 0.748
(-1, 1)	0.4031	0.1373	RM > 6.405 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 32)	0.4030	0.3137	RM > 6.405 & B > 282.877 & CRIM <= 5.135 & LSTAT <= 12.319
(-1, 21)	0.4028	0.1863	B > 282.877 & CRIM <= 10.909 & PTRATIO <= 17.625 & LSTAT <= 9.251
(-1, 50)	0.4021	0.6536	RM > 5.799 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664
(-1, 2)	0.3996	0.2614	RM > 6.405 & B > 350.428 & CRIM <= 5.135 & LSTAT <= 9.251
(-1, 17)	0.3978	0.3725	RM > 5.799 & B > 309.410 & CRIM <= 7.209 & LSTAT <= 9.251
(-1, 11)	0.3976	0.3137	RM > 6.405 & CRIM <= 7.209 & NOX <= 0.664 & LSTAT <= 12.319
(-1, 33)	0.3972	0.3235	RM > 6.405 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.664
(-1, 4)	0.3967	0.1699	B > 350.428 & CRIM <= 7.209 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 15)	0.3942	0.2582	RM > 6.405 & B > 282.877 & CRIM <= 5.135 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 37)	0.3940	0.2614	RM > 6.405 & B > 282.877 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 19)	0.3938	0.6438	RM > 5.252 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & TAX <= 410.434
(-1, 20)	0.3820	0.3235	RM > 6.405 & B > 350.428 & NOX <= 0.664
(-1, 28)	0.3781	0.2614	RM > 6.405 & B > 309.410 & CRIM <= 7.209 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 38)	0.3760	0.3660	RM > 5.799 & B > 350.428 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 53)	0.3712	0.3235	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664
(-1, 34)	0.3622	0.3693	B > 282.877 & CRIM <= 7.209 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 18)	0.3617	0.2614	RM > 6.405 & CRIM <= 10.909 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 43)	-0.3151	0.1667	DIS > 5.534 & PTRATIO > 16.149 & CHAS <= 0.173 & NOX <= 0.562
(-1, 31)	-0.2807	0.3268	DIS > 4.326 & INDUS <= 10.197 & CHAS <= 0.173 & NOX <= 0.562
(-1, 14)	-0.2364	0.1373	ZN > 21.951 & DIS > 5.534 & CHAS <= 0.173 & NOX <= 0.562
(-1, 0)	-0.1970	0.2124	DIS > 5.534 & NOX <= 0.562
(-1, 27)	-0.1534	0.2124	DIS > 5.534
(-1, 26)	-0.1481	0.0980	CRIM > 7.209 & NOX > 0.664
(-1, 25)	-0.1274	0.2320	DIS > 4.659 & PTRATIO > 16.149 & CHAS <= 0.173 & NOX <= 0.562
(-1, 35)	-0.0946	0.0490	CRIM > 10.909 & LSTAT > 15.211
(-1, 41)	-0.0822	0.2353	DIS > 4.326 & PTRATIO > 17.416
(-1, 24)	-0.0576	0.0098	INDUS > 4.346 & DIS > 5.534 & LSTAT > 15.211 & RM <= 5.799
(-1, 3)	0.0479	0.7026	PTRATIO > 17.625
(-1, 10)	-0.0332	0.8301	PTRATIO > 16.149
############################################################
