RID	MEDV_5.0(b=0.2905)	Support	Rule
(-1, 83)	0.7426	0.8856	ZN > 50.558 | CHAS > 0.173 | NOX > 0.748 | RAD > 6.318 | INDUS <= 4.346 | DIS <= 4.659 | PTRATIO <= 16.149
(-1, 87)	0.7252	0.8758	ZN > 50.558 | INDUS <= 4.346 | NOX <= 0.677 | AGE <= 72.357 | LSTAT <= 15.211
(-1, 43)	0.7027	0.0752	RM > 6.405 & AGE > 31.342 & B > 350.428 & CRIM <= 5.135 & NOX <= 0.748 & TAX <= 410.434 & PTRATIO <= 16.149 & LSTAT <= 9.251
(-1, 11)	0.6775	0.1863	AGE > 31.342 & B > 350.428 & CRIM <= 5.135 & DIS <= 5.534 & LSTAT <= 9.251
(-1, 54)	0.6663	0.9575	NOX > 0.700 | CRIM <= 7.209 | NOX <= 0.677 | AGE <= 72.357 | RAD <= 8.382 | LSTAT <= 13.079
(-1, 16)	-0.6529	0.1634	INDUS > 4.346 & NOX > 0.677 & AGE > 72.357 & LSTAT > 9.251 & ZN <= 50.558
(-1, 40)	0.6515	0.2124	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & DIS <= 5.534 & LSTAT <= 15.211
(-1, 84)	0.6372	0.9346	ZN > 50.558 | CHAS > 0.173 | NOX > 0.562 | PTRATIO > 16.866 | DIS <= 2.631
(-1, 81)	0.6361	0.9052	CHAS > 0.326 | NOX > 0.700 | INDUS <= 4.346 | NOX <= 0.562 | AGE <= 72.357 | TAX <= 489.688 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 49)	0.6176	0.3137	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434
(-1, 82)	0.6173	0.8889	TAX > 410.434 | INDUS <= 4.346 | AGE <= 72.357 | LSTAT <= 13.079
(-1, 3)	0.6133	0.2614	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 8)	0.6079	0.1536	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.677 & PTRATIO <= 17.625 & LSTAT <= 9.251
(-1, 34)	-0.6072	0.0359	INDUS > 4.346 & NOX > 0.677 & AGE > 72.357 & TAX > 317.756 & LSTAT > 9.251 & ZN <= 50.558 & PTRATIO <= 16.866
(-1, 15)	-0.6042	0.3562	INDUS > 4.346 & RM > 4.652 & PTRATIO > 17.416 & ZN <= 31.487 & CHAS <= 0.173 & NOX <= 0.748 & RAD <= 6.318
(-1, 76)	0.6032	0.9510	CHAS > 0.326 | CRIM <= 10.909 | AGE <= 72.357 | TAX <= 489.688 | LSTAT <= 15.211
(-1, 32)	0.6029	0.5719	RM > 5.799 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & TAX <= 410.434
(-1, 62)	0.6003	0.9902	ZN > 50.558 | CHAS > 0.173 | PTRATIO > 16.866 | INDUS <= 4.346 | RM <= 4.652 | DIS <= 4.659 | TAX <= 317.756
(-1, 53)	0.5993	0.9706	RM > 5.799 | CRIM <= 5.135 | AGE <= 72.357 | RAD <= 15.934 | B <= 350.428 | LSTAT <= 15.211
(-1, 37)	0.5993	0.1536	RM > 6.405 & B > 350.428 & CRIM <= 5.135 & NOX <= 0.664 & TAX <= 410.434 & PTRATIO <= 17.625 & LSTAT <= 9.251
(-1, 7)	0.5882	0.0294	RM > 6.405 & AGE > 31.342 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & DIS <= 3.180 & TAX <= 410.434 & PTRATIO <= 16.149 & LSTAT <= 9.251
(-1, 79)	0.5814	0.9706	RM > 5.799 | AGE <= 80.249 | RAD <= 8.823 | PTRATIO <= 17.416 | B <= 350.428 | LSTAT <= 15.211
(-1, 80)	0.5760	0.8758	CHAS > 0.173 | DIS > 2.631 | INDUS <= 10.197 | NOX <= 0.562 | RM <= 5.799 | AGE <= 72.357 | TAX <= 317.756 | LSTAT <= 13.079
(-1, 85)	0.5693	0.8203	INDUS <= 15.354 | NOX <= 0.562 | TAX <= 317.756 | LSTAT <= 15.211
(-1, 58)	0.5667	0.9314	RM > 5.799 | DIS > 4.326 | AGE <= 80.249 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 55)	0.5649	0.8856	CHAS > 0.326 | CRIM <= 5.135 | NOX <= 0.664 | AGE <= 72.357
(-1, 52)	0.5503	0.9510	ZN > 50.558 | CHAS > 0.173 | NOX > 0.748 | CRIM <= 10.909 | INDUS <= 4.346 | AGE <= 72.357 | TAX <= 489.688 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 60)	0.5409	0.9967	CHAS > 0.173 | NOX > 0.748 | RAD > 6.318 | B > 350.428 | INDUS <= 10.197 | RM <= 4.652 | AGE <= 72.357 | TAX <= 458.541 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 61)	0.5076	0.9281	NOX > 0.748 | CRIM <= 7.209 | INDUS <= 4.346 | NOX <= 0.677 | AGE <= 72.357 | TAX <= 317.756 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 66)	0.5025	0.9739	ZN > 50.558 | CHAS > 0.173 | NOX > 0.748 | DIS > 5.534 | INDUS <= 4.346 | AGE <= 72.357 | DIS <= 3.180 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 64)	0.4674	0.9085	ZN > 50.558 | CHAS > 0.173 | INDUS <= 4.346 | RM <= 4.652 | AGE <= 31.342 | DIS <= 4.659 | PTRATIO <= 17.625
(-1, 68)	0.4639	0.9314	CRIM > 5.135 | DIS > 4.326 | INDUS <= 15.354 | NOX <= 0.562 | AGE <= 72.357 | LSTAT <= 15.211
(-1, 57)	0.4526	0.9902	CHAS > 0.173 | NOX > 0.748 | B > 309.410 | CRIM <= 10.909 | INDUS <= 4.346 | AGE <= 72.357 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 67)	0.4485	0.9510	ZN > 50.558 | CHAS > 0.173 | RAD > 6.318 | TAX > 375.675 | INDUS <= 4.346 | AGE <= 51.269 | PTRATIO <= 16.149 | LSTAT <= 15.211
(-1, 44)	0.4480	0.0752	RM > 6.405 & AGE > 31.342 & B > 350.428 & CRIM <= 5.135 & NOX <= 0.664 & PTRATIO <= 16.149 & LSTAT <= 9.251
(-1, 23)	0.4457	0.2614	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 65)	0.4436	0.9052	ZN > 50.558 | CHAS > 0.173 | INDUS <= 4.346 | NOX <= 0.677 | AGE <= 72.357 | PTRATIO <= 16.866 | LSTAT <= 15.211
(-1, 72)	0.4406	0.9706	ZN > 50.558 | CHAS > 0.173 | NOX > 0.748 | DIS > 4.326 | TAX > 375.675 | INDUS <= 4.346 | AGE <= 79.783 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 56)	0.4356	0.9510	CHAS > 0.326 | NOX > 0.748 | DIS > 5.534 | CRIM <= 10.909 | INDUS <= 4.346 | AGE <= 72.357 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 59)	0.4270	0.9575	CHAS > 0.173 | NOX > 0.748 | INDUS <= 4.346 | RM <= 4.652 | AGE <= 72.357 | DIS <= 3.180 | PTRATIO <= 17.625 | LSTAT <= 12.319
(-1, 86)	0.4026	0.9804	ZN > 50.558 | CHAS > 0.173 | DIS > 4.326 | INDUS <= 4.346 | AGE <= 80.249 | DIS <= 3.180 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 73)	0.4022	0.9902	ZN > 50.558 | CHAS > 0.173 | NOX > 0.748 | B > 309.410 | CRIM <= 10.909 | INDUS <= 4.346 | NOX <= 0.664 | AGE <= 72.357 | PTRATIO <= 16.866 | LSTAT <= 15.211
(-1, 47)	0.3992	0.6569	RM > 5.799 & B > 309.410 & CRIM <= 7.209 & NOX <= 0.664
(-1, 75)	0.3726	0.9673	NOX > 0.700 | CRIM <= 10.909 | INDUS <= 12.545 | NOX <= 0.562 | AGE <= 72.357 | RAD <= 8.382 | TAX <= 410.434 | LSTAT <= 15.211
(-1, 69)	0.3645	0.9510	ZN > 50.558 | CHAS > 0.173 | CRIM <= 10.909 | INDUS <= 4.346 | AGE <= 72.357 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 74)	0.2931	0.9739	ZN > 50.558 | CHAS > 0.173 | PTRATIO > 16.866 | INDUS <= 4.346 | AGE <= 51.269 | LSTAT <= 15.211
(-1, 46)	0.2915	0.4412	RM > 5.372 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & DIS <= 5.534 & TAX <= 410.434
(-1, 71)	0.2817	0.7451	ZN > 50.558 | CHAS > 0.173 | INDUS <= 4.346 | AGE <= 72.357 | LSTAT <= 15.211
(-1, 14)	0.2205	0.2059	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & DIS <= 5.534 & TAX <= 410.434
(-1, 42)	0.1525	0.3922	RM > 5.799 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & DIS <= 5.534 & TAX <= 410.434
(-1, 12)	0.1102	0.2059	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & DIS <= 5.534 & TAX <= 410.434
(-1, 19)	0.0926	0.0719	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & DIS <= 3.180 & TAX <= 410.434
(-1, 45)	0.0799	0.1830	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434 & PTRATIO <= 17.625 & LSTAT <= 15.211
(-1, 9)	-0.0466	0.1732	NOX > 0.677
(-1, 35)	0.0363	0.0719	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & DIS <= 3.180 & TAX <= 410.434
(-1, 1)	0.0299	0.0817	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & DIS <= 3.180
(-1, 33)	0.0259	0.2092	RM > 5.252 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & DIS <= 3.180
(-1, 10)	0.0183	0.0719	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & DIS <= 3.180 & TAX <= 410.434 & LSTAT <= 12.319
(-1, 4)	-0.0139	0.1895	B > 350.428 & CRIM <= 7.209 & DIS <= 3.180 & LSTAT <= 15.211
(-1, 27)	0.0134	0.2222	RM > 5.799 & B > 309.410 & CRIM <= 7.209 & DIS <= 3.180
(-1, 20)	-0.0129	0.1536	RM > 5.372 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & DIS <= 3.180 & TAX <= 410.434
(-1, 22)	0.0126	0.2190	RM > 5.372 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & DIS <= 3.180
(-1, 5)	-0.0119	0.1961	B > 350.428 & CRIM <= 10.909 & DIS <= 3.180 & LSTAT <= 15.211
(-1, 6)	-0.0084	0.0686	RM > 5.799 & B > 350.428 & CRIM <= 7.209 & DIS <= 3.180 & LSTAT <= 9.251
(-1, 41)	0.0064	0.0752	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & DIS <= 3.180 & TAX <= 410.434
(-1, 36)	0.0055	0.0752	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & DIS <= 3.180 & LSTAT <= 15.211
(-1, 29)	0.0047	0.0752	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & DIS <= 3.180
############################################################
