2025-12-23 21:10:41,461 - [INFO] - ------ ------ task type is regression ------ ------
2025-12-23 21:10:44,968 - [INFO] - ------------------------------------------------------------
2025-12-23 21:10:44,968 - [INFO] - On Validation Set (Regression):
	MSE of RRL  Model: 438.9076843261719
	MAE of RRL  Model: 20.145793914794922
	R2  of RRL  Model: -12.154301643371582
2025-12-23 21:10:44,968 - [INFO] - ------------------------------------------------------------
2025-12-23 21:10:45,024 - [INFO] - epoch: 0, loss_rrl: 2214.45654296875
2025-12-23 21:10:45,105 - [INFO] - epoch: 1, loss_rrl: 1720.0062255859375
2025-12-23 21:10:45,160 - [INFO] - epoch: 2, loss_rrl: 1422.861801147461
2025-12-23 21:10:45,243 - [INFO] - epoch: 3, loss_rrl: 1161.2586212158203
2025-12-23 21:10:45,317 - [INFO] - epoch: 4, loss_rrl: 940.2733383178711
2025-12-23 21:10:45,386 - [INFO] - epoch: 5, loss_rrl: 764.5032653808594
2025-12-23 21:10:45,461 - [INFO] - epoch: 6, loss_rrl: 629.9454650878906
2025-12-23 21:10:45,528 - [INFO] - epoch: 7, loss_rrl: 531.8603935241699
2025-12-23 21:10:45,607 - [INFO] - epoch: 8, loss_rrl: 464.1292476654053
2025-12-23 21:10:45,662 - [INFO] - epoch: 9, loss_rrl: 420.5346221923828
2025-12-23 21:10:45,740 - [INFO] - epoch: 10, loss_rrl: 390.56247329711914
2025-12-23 21:10:45,817 - [INFO] - epoch: 11, loss_rrl: 355.5470218658447
2025-12-23 21:10:45,878 - [INFO] - epoch: 12, loss_rrl: 307.3717222213745
2025-12-23 21:10:45,950 - [INFO] - epoch: 13, loss_rrl: 268.41005516052246
2025-12-23 21:10:46,020 - [INFO] - epoch: 14, loss_rrl: 245.06827449798584
2025-12-23 21:10:46,098 - [INFO] - epoch: 15, loss_rrl: 234.51172924041748
2025-12-23 21:10:46,130 - [INFO] - epoch: 16, loss_rrl: 224.17748165130615
2025-12-23 21:10:46,149 - [INFO] - epoch: 17, loss_rrl: 212.62787532806396
2025-12-23 21:10:46,168 - [INFO] - epoch: 18, loss_rrl: 201.36437606811523
2025-12-23 21:10:46,187 - [INFO] - epoch: 19, loss_rrl: 194.21331596374512
2025-12-23 21:10:46,206 - [INFO] - epoch: 20, loss_rrl: 185.12928771972656
2025-12-23 21:10:46,225 - [INFO] - epoch: 21, loss_rrl: 179.9076633453369
2025-12-23 21:10:46,246 - [INFO] - epoch: 22, loss_rrl: 173.57919120788574
2025-12-23 21:10:46,266 - [INFO] - epoch: 23, loss_rrl: 168.70065879821777
2025-12-23 21:10:46,287 - [INFO] - epoch: 24, loss_rrl: 163.2845401763916
