2025-12-23 21:10:41,461 - [INFO] - ------ ------ task type is regression ------ ------
2025-12-23 21:10:44,968 - [INFO] - ------------------------------------------------------------
2025-12-23 21:10:44,968 - [INFO] - On Validation Set (Regression):
	MSE of RRL  Model: 438.9076843261719
	MAE of RRL  Model: 20.145793914794922
	R2  of RRL  Model: -12.154301643371582
2025-12-23 21:10:44,968 - [INFO] - ------------------------------------------------------------
2025-12-23 21:10:46,308 - [INFO] - epoch: 25, loss_rrl: 162.92758083343506
2025-12-23 21:10:46,328 - [INFO] - epoch: 26, loss_rrl: 163.0597734451294
2025-12-23 21:10:46,349 - [INFO] - epoch: 27, loss_rrl: 161.965802192688
2025-12-23 21:10:46,371 - [INFO] - epoch: 28, loss_rrl: 161.97556591033936
2025-12-23 21:10:46,393 - [INFO] - epoch: 29, loss_rrl: 160.03164386749268
2025-12-23 21:10:46,415 - [INFO] - epoch: 30, loss_rrl: 159.3989772796631
2025-12-23 21:10:46,435 - [INFO] - epoch: 31, loss_rrl: 157.06728267669678
2025-12-23 21:10:46,458 - [INFO] - epoch: 32, loss_rrl: 157.9066925048828
2025-12-23 21:10:46,484 - [INFO] - epoch: 33, loss_rrl: 158.11812686920166
2025-12-23 21:10:46,508 - [INFO] - epoch: 34, loss_rrl: 157.88990306854248
2025-12-23 21:10:46,572 - [INFO] - epoch: 35, loss_rrl: 157.87768745422363
2025-12-23 21:10:46,648 - [INFO] - epoch: 36, loss_rrl: 158.9149045944214
2025-12-23 21:10:46,726 - [INFO] - epoch: 37, loss_rrl: 158.08224773406982
2025-12-23 21:10:46,788 - [INFO] - epoch: 38, loss_rrl: 157.1420488357544
2025-12-23 21:10:46,866 - [INFO] - epoch: 39, loss_rrl: 156.14627647399902
2025-12-23 21:10:46,942 - [INFO] - epoch: 40, loss_rrl: 156.4206199645996
2025-12-23 21:10:47,001 - [INFO] - epoch: 41, loss_rrl: 156.6632843017578
2025-12-23 21:10:47,077 - [INFO] - epoch: 42, loss_rrl: 156.24816226959229
2025-12-23 21:10:47,153 - [INFO] - epoch: 43, loss_rrl: 155.15412521362305
2025-12-23 21:10:47,231 - [INFO] - epoch: 44, loss_rrl: 154.67500019073486
2025-12-23 21:10:47,291 - [INFO] - epoch: 45, loss_rrl: 156.1531925201416
2025-12-23 21:10:47,367 - [INFO] - epoch: 46, loss_rrl: 156.9201374053955
2025-12-23 21:10:47,445 - [INFO] - epoch: 47, loss_rrl: 156.5441665649414
2025-12-23 21:10:47,503 - [INFO] - epoch: 48, loss_rrl: 156.37548446655273
2025-12-23 21:10:47,581 - [INFO] - epoch: 49, loss_rrl: 155.7755537033081
2025-12-23 21:10:47,658 - [INFO] - epoch: 50, loss_rrl: 155.01800537109375
2025-12-23 21:10:47,731 - [INFO] - epoch: 51, loss_rrl: 153.3688259124756
2025-12-23 21:10:47,753 - [INFO] - epoch: 52, loss_rrl: 146.3563632965088
2025-12-23 21:10:47,776 - [INFO] - epoch: 53, loss_rrl: 138.8218069076538
2025-12-23 21:10:47,797 - [INFO] - epoch: 54, loss_rrl: 136.03149127960205
2025-12-23 21:10:47,818 - [INFO] - epoch: 55, loss_rrl: 131.5427942276001
2025-12-23 21:10:47,838 - [INFO] - epoch: 56, loss_rrl: 136.30217933654785
2025-12-23 21:10:47,859 - [INFO] - epoch: 57, loss_rrl: 128.94719743728638
2025-12-23 21:10:47,879 - [INFO] - epoch: 58, loss_rrl: 133.5384612083435
2025-12-23 21:10:47,899 - [INFO] - epoch: 59, loss_rrl: 136.6701717376709
2025-12-23 21:10:47,919 - [INFO] - epoch: 60, loss_rrl: 135.91124153137207
2025-12-23 21:10:47,944 - [INFO] - epoch: 61, loss_rrl: 132.1966094970703
2025-12-23 21:10:47,965 - [INFO] - epoch: 62, loss_rrl: 133.56890058517456
2025-12-23 21:10:47,985 - [INFO] - epoch: 63, loss_rrl: 133.7348461151123
2025-12-23 21:10:48,006 - [INFO] - epoch: 64, loss_rrl: 134.3891143798828
2025-12-23 21:10:48,026 - [INFO] - epoch: 65, loss_rrl: 135.14407444000244
2025-12-23 21:10:48,048 - [INFO] - epoch: 66, loss_rrl: 135.21416473388672
2025-12-23 21:10:48,068 - [INFO] - epoch: 67, loss_rrl: 136.12317752838135
2025-12-23 21:10:48,092 - [INFO] - epoch: 68, loss_rrl: 134.80766820907593
2025-12-23 21:10:48,117 - [INFO] - epoch: 69, loss_rrl: 133.90333366394043
2025-12-23 21:10:48,170 - [INFO] - epoch: 70, loss_rrl: 132.2943434715271
2025-12-23 21:10:48,247 - [INFO] - epoch: 71, loss_rrl: 133.01307201385498
2025-12-23 21:10:48,326 - [INFO] - epoch: 72, loss_rrl: 133.7669267654419
2025-12-23 21:10:48,382 - [INFO] - epoch: 73, loss_rrl: 133.52658653259277
2025-12-23 21:10:48,460 - [INFO] - epoch: 74, loss_rrl: 134.35944747924805
2025-12-23 21:10:48,528 - [INFO] - epoch: 75, loss_rrl: 133.19977188110352
2025-12-23 21:10:48,607 - [INFO] - epoch: 76, loss_rrl: 132.66285228729248
2025-12-23 21:10:48,661 - [INFO] - epoch: 77, loss_rrl: 136.63960647583008
2025-12-23 21:10:48,729 - [INFO] - epoch: 78, loss_rrl: 133.18905448913574
2025-12-23 21:10:48,805 - [INFO] - epoch: 79, loss_rrl: 130.27291774749756
2025-12-23 21:10:48,864 - [INFO] - epoch: 80, loss_rrl: 133.6109380722046
2025-12-23 21:10:48,939 - [INFO] - epoch: 81, loss_rrl: 134.59674978256226
2025-12-23 21:10:49,016 - [INFO] - epoch: 82, loss_rrl: 133.44551420211792
2025-12-23 21:10:49,094 - [INFO] - epoch: 83, loss_rrl: 135.66426372528076
2025-12-23 21:10:49,151 - [INFO] - epoch: 84, loss_rrl: 135.97032260894775
2025-12-23 21:10:49,219 - [INFO] - epoch: 85, loss_rrl: 136.03361415863037
2025-12-23 21:10:49,298 - [INFO] - epoch: 86, loss_rrl: 136.27784156799316
2025-12-23 21:10:49,356 - [INFO] - epoch: 87, loss_rrl: 137.33459186553955
2025-12-23 21:10:49,376 - [INFO] - epoch: 88, loss_rrl: 138.48945999145508
2025-12-23 21:10:49,396 - [INFO] - epoch: 89, loss_rrl: 137.9720973968506
2025-12-23 21:10:49,416 - [INFO] - epoch: 90, loss_rrl: 138.63128423690796
2025-12-23 21:10:49,436 - [INFO] - epoch: 91, loss_rrl: 139.5900115966797
2025-12-23 21:10:49,456 - [INFO] - epoch: 92, loss_rrl: 140.14683723449707
2025-12-23 21:10:49,476 - [INFO] - epoch: 93, loss_rrl: 140.84100151062012
2025-12-23 21:10:49,496 - [INFO] - epoch: 94, loss_rrl: 142.617684841156
2025-12-23 21:10:49,516 - [INFO] - epoch: 95, loss_rrl: 143.6777753829956
2025-12-23 21:10:49,536 - [INFO] - epoch: 96, loss_rrl: 142.90770053863525
2025-12-23 21:10:49,556 - [INFO] - epoch: 97, loss_rrl: 142.182213306427
2025-12-23 21:10:49,576 - [INFO] - epoch: 98, loss_rrl: 144.10519886016846
2025-12-23 21:10:49,596 - [INFO] - epoch: 99, loss_rrl: 144.99207973480225
