RID	MEDV_5.0(b=3.7840)	Support	Rule
(-1, 7)	0.5479	0.1046	RM > 6.405 & AGE > 31.342 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 69)	0.5415	0.8366	CHAS > 0.173 | INDUS <= 4.346 | NOX <= 0.664 | AGE <= 72.357 | LSTAT <= 9.251
(-1, 61)	0.5415	0.8203	INDUS <= 15.354 | NOX <= 0.562 | AGE <= 72.357 | TAX <= 317.756 | LSTAT <= 15.211
(-1, 59)	0.5380	0.9281	CHAS > 0.173 | DIS > 2.631 | CRIM <= 7.209 | NOX <= 0.677 | LSTAT <= 13.079
(-1, 75)	0.5379	0.8758	INDUS > 12.545 | CHAS > 0.173 | NOX > 0.562 | RAD > 6.318 | DIS <= 5.534 | PTRATIO <= 16.149
(-1, 73)	0.5361	0.8922	CHAS > 0.173 | INDUS <= 15.354 | NOX <= 0.677 | AGE <= 72.357 | LSTAT <= 15.211
(-1, 63)	0.5323	0.6634	RM > 6.405 | INDUS <= 4.346 | AGE <= 72.357 | LSTAT <= 9.251
(-1, 56)	0.5249	0.8235	CHAS > 0.173 | NOX > 0.700 | AGE <= 72.357 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 46)	0.5249	0.3137	RM > 6.405 & B > 309.410 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434
(-1, 47)	-0.5247	0.3529	INDUS > 4.346 & AGE > 72.357 & PTRATIO > 17.625 & CHAS <= 0.173 & NOX <= 0.748
(-1, 64)	0.5195	0.7941	CHAS > 0.173 | NOX > 0.748 | INDUS <= 4.346 | AGE <= 79.783 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 70)	0.5167	0.9608	ZN > 6.661 | CHAS > 0.173 | NOX > 0.700 | INDUS <= 4.346 | RM <= 6.405 | DIS <= 3.180 | PTRATIO <= 17.625
(-1, 11)	0.5166	0.2516	AGE > 31.342 & B > 350.428 & CRIM <= 7.209 & LSTAT <= 9.251
(-1, 78)	0.5153	0.9183	CHAS > 0.173 | NOX > 0.748 | CRIM <= 7.209 | NOX <= 0.677 | AGE <= 72.357 | PTRATIO <= 17.625
(-1, 62)	0.5146	0.8203	INDUS <= 15.354 | NOX <= 0.562 | AGE <= 72.357 | TAX <= 375.675 | LSTAT <= 15.211
(-1, 55)	0.5131	0.9085	CHAS > 0.326 | INDUS <= 15.354 | NOX <= 0.677 | AGE <= 72.357 | TAX <= 458.541 | LSTAT <= 15.211
(-1, 66)	0.5124	0.8725	INDUS <= 15.354 | NOX <= 0.664 | TAX <= 375.675 | LSTAT <= 15.211
(-1, 18)	0.5095	0.3137	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434
(-1, 53)	0.5008	0.8627	INDUS <= 12.800 | NOX <= 0.677 | AGE <= 72.357 | TAX <= 375.675 | LSTAT <= 12.319
(-1, 77)	0.4981	0.7647	CHAS > 0.173 | INDUS <= 4.346 | AGE <= 31.342 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 39)	0.4970	0.6797	RM > 5.799 & B > 350.428 & CRIM <= 7.209
(-1, 21)	0.4944	0.5752	RM > 5.799 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.664 & TAX <= 410.434
(-1, 44)	0.4943	0.6536	RM > 5.799 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664
(-1, 33)	0.4867	0.1046	RM > 6.405 & AGE > 31.342 & B > 350.428 & CRIM <= 5.135 & NOX <= 0.664 & TAX <= 410.434 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 60)	0.4849	0.9771	RM > 5.799 | DIS > 2.631 | CRIM <= 10.909 | INDUS <= 15.354 | NOX <= 0.677 | AGE <= 72.357 | TAX <= 317.756 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 51)	0.4816	0.9510	RM > 6.405 | DIS > 2.631 | CRIM <= 7.209 | NOX <= 0.677 | AGE <= 72.357 | LSTAT <= 15.211
(-1, 71)	0.4792	0.9575	CHAS > 0.173 | CRIM <= 10.909 | NOX <= 0.664 | PTRATIO <= 16.149 | LSTAT <= 15.211
(-1, 76)	0.4757	0.9935	CHAS > 0.173 | NOX > 0.700 | B > 309.410 | CRIM <= 10.909 | INDUS <= 4.346 | NOX <= 0.664 | AGE <= 51.269 | TAX <= 410.434 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 65)	0.4744	0.9902	CHAS > 0.173 | NOX > 0.700 | B > 350.428 | CRIM <= 10.909 | NOX <= 0.664 | TAX <= 489.688 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 50)	0.4742	0.9510	CHAS > 0.173 | NOX > 0.748 | CRIM <= 10.909 | AGE <= 72.357 | TAX <= 489.688 | LSTAT <= 15.211
(-1, 17)	0.4698	0.1667	RM > 6.405 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.416
(-1, 5)	0.4695	0.2255	RM > 5.372 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 15.211
(-1, 15)	0.4625	0.1078	RM > 6.405 & AGE > 31.342 & B > 350.428 & CRIM <= 5.135 & TAX <= 410.434 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 52)	0.4520	0.9477	CHAS > 0.173 | RM > 6.405 | CRIM <= 7.209 | NOX <= 0.677 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 27)	0.4487	0.3235	RM > 6.405 & B > 309.410 & CRIM <= 7.209 & NOX <= 0.664
(-1, 25)	0.4437	0.1667	RM > 5.799 & AGE > 31.342 & B > 309.410 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.416
(-1, 42)	0.4435	0.1634	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 12.319
(-1, 26)	0.4368	0.1830	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.625 & LSTAT <= 15.211
(-1, 67)	0.4351	0.9706	CHAS > 0.326 | CRIM <= 10.909 | INDUS <= 12.545 | NOX <= 0.677 | RAD <= 15.934 | TAX <= 458.541 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 40)	0.4343	0.2549	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434 & LSTAT <= 9.251
(-1, 45)	0.4335	0.2484	RM > 5.372 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434 & PTRATIO <= 17.625
(-1, 12)	0.4022	0.1536	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.625 & LSTAT <= 9.251
(-1, 23)	-0.4017	0.2941	DIS > 4.659 & INDUS <= 12.545 & CHAS <= 0.173 & NOX <= 0.562
(-1, 48)	0.3995	0.3235	RM > 6.405 & CRIM <= 7.209 & NOX <= 0.664
(-1, 14)	0.3957	0.2549	RM > 6.405 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.664 & TAX <= 410.434 & LSTAT <= 9.251
(-1, 36)	0.3889	0.3333	RM > 6.405 & B > 309.410 & CRIM <= 10.909 & LSTAT <= 15.211
(-1, 1)	0.3865	0.2582	RM > 6.405 & B > 350.428 & CRIM <= 5.135 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 30)	0.3801	0.1373	RM > 6.405 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 20)	0.3717	0.2451	RM > 5.252 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.625 & LSTAT <= 15.211
(-1, 32)	0.3701	0.1830	RM > 6.405 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.625
(-1, 19)	0.3691	0.1373	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 29)	0.3643	0.2582	RM > 6.405 & B > 350.428 & CRIM <= 5.135 & NOX <= 0.677 & LSTAT <= 9.251
(-1, 16)	0.3530	0.1176	RM > 5.799 & AGE > 31.342 & B > 309.410 & CRIM <= 7.209 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 31)	0.3527	0.3693	RM > 5.252 & B > 282.877 & CRIM <= 7.209 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 0)	0.3494	0.1667	RM > 6.405 & B > 309.410 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.416
(-1, 3)	0.3233	0.3693	B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 13)	-0.3188	0.2092	DIS > 5.534 & INDUS <= 12.545 & CHAS <= 0.173 & NOX <= 0.562
(-1, 43)	-0.3139	0.2092	DIS > 5.534 & INDUS <= 10.197 & CHAS <= 0.173 & NOX <= 0.562
(-1, 22)	-0.2822	0.0425	INDUS > 4.346 & DIS > 3.180 & LSTAT > 15.211 & CHAS <= 0.173
(-1, 8)	0.2711	0.7190	PTRATIO > 17.416
(-1, 37)	-0.2406	0.2092	DIS > 5.534 & CHAS <= 0.173 & NOX <= 0.562
(-1, 2)	0.1936	0.6373	PTRATIO > 17.625 & CRIM <= 10.909
(-1, 24)	0.1806	0.1209	DIS > 5.534 & PTRATIO > 17.625
(-1, 9)	0.0981	0.7026	PTRATIO > 17.625
############################################################
