2025-12-23 21:12:39,951 - [INFO] - ------ ------ task type is regression ------ ------
2025-12-23 21:12:44,395 - [INFO] - ------------------------------------------------------------
2025-12-23 21:12:44,395 - [INFO] - On Validation Set (Regression):
	MSE of RRL  Model: 411.05340576171875
	MAE of RRL  Model: 19.436250686645508
	R2  of RRL  Model: -11.319493293762207
2025-12-23 21:12:44,395 - [INFO] - ------------------------------------------------------------
2025-12-23 21:12:44,414 - [INFO] - epoch: 0, loss_rrl: 2080.208511352539
2025-12-23 21:12:44,461 - [INFO] - epoch: 1, loss_rrl: 1372.6182861328125
2025-12-23 21:12:44,531 - [INFO] - epoch: 2, loss_rrl: 900.0507431030273
2025-12-23 21:12:44,606 - [INFO] - epoch: 3, loss_rrl: 590.2156257629395
2025-12-23 21:12:44,666 - [INFO] - epoch: 4, loss_rrl: 431.88366508483887
2025-12-23 21:12:44,736 - [INFO] - epoch: 5, loss_rrl: 376.2353286743164
2025-12-23 21:12:44,803 - [INFO] - epoch: 6, loss_rrl: 361.758020401001
2025-12-23 21:12:44,882 - [INFO] - epoch: 7, loss_rrl: 291.55442810058594
2025-12-23 21:12:44,932 - [INFO] - epoch: 8, loss_rrl: 220.19656944274902
2025-12-23 21:12:45,010 - [INFO] - epoch: 9, loss_rrl: 217.84110832214355
2025-12-23 21:12:45,079 - [INFO] - epoch: 10, loss_rrl: 217.76543998718262
2025-12-23 21:12:45,152 - [INFO] - epoch: 11, loss_rrl: 204.67907428741455
2025-12-23 21:12:45,210 - [INFO] - epoch: 12, loss_rrl: 181.9946813583374
2025-12-23 21:12:45,278 - [INFO] - epoch: 13, loss_rrl: 162.35627460479736
2025-12-23 21:12:45,353 - [INFO] - epoch: 14, loss_rrl: 163.46784210205078
2025-12-23 21:12:45,410 - [INFO] - epoch: 15, loss_rrl: 170.0114459991455
2025-12-23 21:12:45,489 - [INFO] - epoch: 16, loss_rrl: 163.64591598510742
2025-12-23 21:12:45,555 - [INFO] - epoch: 17, loss_rrl: 161.16394710540771
2025-12-23 21:12:45,633 - [INFO] - epoch: 18, loss_rrl: 158.91302108764648
2025-12-23 21:12:45,657 - [INFO] - epoch: 19, loss_rrl: 156.15560626983643
2025-12-23 21:12:45,676 - [INFO] - epoch: 20, loss_rrl: 153.18190717697144
2025-12-23 21:12:45,695 - [INFO] - epoch: 21, loss_rrl: 148.66499853134155
2025-12-23 21:12:45,714 - [INFO] - epoch: 22, loss_rrl: 148.9806423187256
2025-12-23 21:12:45,733 - [INFO] - epoch: 23, loss_rrl: 147.95004844665527
2025-12-23 21:12:45,753 - [INFO] - epoch: 24, loss_rrl: 147.30634593963623
2025-12-23 21:12:45,772 - [INFO] - epoch: 25, loss_rrl: 145.92041015625
2025-12-23 21:12:45,791 - [INFO] - epoch: 26, loss_rrl: 146.1959352493286
2025-12-23 21:12:45,811 - [INFO] - epoch: 27, loss_rrl: 140.8179588317871
2025-12-23 21:12:45,830 - [INFO] - epoch: 28, loss_rrl: 135.76967334747314
2025-12-23 21:12:45,849 - [INFO] - epoch: 29, loss_rrl: 133.1538324356079
2025-12-23 21:12:45,869 - [INFO] - epoch: 30, loss_rrl: 132.1778645515442
2025-12-23 21:12:45,893 - [INFO] - epoch: 31, loss_rrl: 134.85793733596802
2025-12-23 21:12:45,914 - [INFO] - epoch: 32, loss_rrl: 134.0766725540161
2025-12-23 21:12:45,934 - [INFO] - epoch: 33, loss_rrl: 133.3897671699524
2025-12-23 21:12:45,955 - [INFO] - epoch: 34, loss_rrl: 136.80757236480713
2025-12-23 21:12:45,975 - [INFO] - epoch: 35, loss_rrl: 137.10646438598633
2025-12-23 21:12:45,996 - [INFO] - epoch: 36, loss_rrl: 138.1602382659912
2025-12-23 21:12:46,017 - [INFO] - epoch: 37, loss_rrl: 140.46631813049316
