2025-12-23 21:12:39,951 - [INFO] - ------ ------ task type is regression ------ ------
2025-12-23 21:12:44,395 - [INFO] - ------------------------------------------------------------
2025-12-23 21:12:44,395 - [INFO] - On Validation Set (Regression):
	MSE of RRL  Model: 411.05340576171875
	MAE of RRL  Model: 19.436250686645508
	R2  of RRL  Model: -11.319493293762207
2025-12-23 21:12:44,395 - [INFO] - ------------------------------------------------------------
2025-12-23 21:12:46,039 - [INFO] - epoch: 38, loss_rrl: 139.00099658966064
2025-12-23 21:12:46,064 - [INFO] - epoch: 39, loss_rrl: 140.97838306427002
2025-12-23 21:12:46,088 - [INFO] - epoch: 40, loss_rrl: 138.9229793548584
2025-12-23 21:12:46,141 - [INFO] - epoch: 41, loss_rrl: 138.40975666046143
2025-12-23 21:12:46,216 - [INFO] - epoch: 42, loss_rrl: 143.03387641906738
2025-12-23 21:12:46,294 - [INFO] - epoch: 43, loss_rrl: 142.1906566619873
2025-12-23 21:12:46,351 - [INFO] - epoch: 44, loss_rrl: 142.55071353912354
2025-12-23 21:12:46,429 - [INFO] - epoch: 45, loss_rrl: 146.08073902130127
2025-12-23 21:12:46,504 - [INFO] - epoch: 46, loss_rrl: 146.2527780532837
2025-12-23 21:12:46,577 - [INFO] - epoch: 47, loss_rrl: 148.37000846862793
2025-12-23 21:12:46,635 - [INFO] - epoch: 48, loss_rrl: 149.41980934143066
2025-12-23 21:12:46,702 - [INFO] - epoch: 49, loss_rrl: 148.83527755737305
2025-12-23 21:12:46,781 - [INFO] - epoch: 50, loss_rrl: 148.37320947647095
2025-12-23 21:12:46,834 - [INFO] - epoch: 51, loss_rrl: 148.51952505111694
2025-12-23 21:12:46,913 - [INFO] - epoch: 52, loss_rrl: 151.02748775482178
2025-12-23 21:12:46,980 - [INFO] - epoch: 53, loss_rrl: 151.63327836990356
2025-12-23 21:12:47,059 - [INFO] - epoch: 54, loss_rrl: 155.5191044807434
2025-12-23 21:12:47,112 - [INFO] - epoch: 55, loss_rrl: 154.33045864105225
2025-12-23 21:12:47,182 - [INFO] - epoch: 56, loss_rrl: 155.83098888397217
2025-12-23 21:12:47,256 - [INFO] - epoch: 57, loss_rrl: 159.243182182312
2025-12-23 21:12:47,315 - [INFO] - epoch: 58, loss_rrl: 159.82826328277588
2025-12-23 21:12:47,334 - [INFO] - epoch: 59, loss_rrl: 158.4134864807129
2025-12-23 21:12:47,355 - [INFO] - epoch: 60, loss_rrl: 155.6783218383789
2025-12-23 21:12:47,373 - [INFO] - epoch: 61, loss_rrl: 157.52447891235352
2025-12-23 21:12:47,392 - [INFO] - epoch: 62, loss_rrl: 159.0113868713379
2025-12-23 21:12:47,410 - [INFO] - epoch: 63, loss_rrl: 156.59171152114868
2025-12-23 21:12:47,429 - [INFO] - epoch: 64, loss_rrl: 155.2159333229065
2025-12-23 21:12:47,448 - [INFO] - epoch: 65, loss_rrl: 158.7181305885315
2025-12-23 21:12:47,466 - [INFO] - epoch: 66, loss_rrl: 155.79682636260986
2025-12-23 21:12:47,485 - [INFO] - epoch: 67, loss_rrl: 152.26904916763306
2025-12-23 21:12:47,505 - [INFO] - epoch: 68, loss_rrl: 153.71259450912476
2025-12-23 21:12:47,525 - [INFO] - epoch: 69, loss_rrl: 154.22972297668457
2025-12-23 21:12:47,544 - [INFO] - epoch: 70, loss_rrl: 155.90566396713257
2025-12-23 21:12:47,563 - [INFO] - epoch: 71, loss_rrl: 153.6638903617859
2025-12-23 21:12:47,582 - [INFO] - epoch: 72, loss_rrl: 154.54943943023682
2025-12-23 21:12:47,602 - [INFO] - epoch: 73, loss_rrl: 154.5459852218628
2025-12-23 21:12:47,622 - [INFO] - epoch: 74, loss_rrl: 151.0905303955078
2025-12-23 21:12:47,641 - [INFO] - epoch: 75, loss_rrl: 147.40015363693237
2025-12-23 21:12:47,660 - [INFO] - epoch: 76, loss_rrl: 147.61974811553955
2025-12-23 21:12:47,678 - [INFO] - epoch: 77, loss_rrl: 148.8291621208191
2025-12-23 21:12:47,696 - [INFO] - epoch: 78, loss_rrl: 139.1191487312317
2025-12-23 21:12:47,716 - [INFO] - epoch: 79, loss_rrl: 138.54953956604004
2025-12-23 21:12:47,737 - [INFO] - epoch: 80, loss_rrl: 136.51266193389893
2025-12-23 21:12:47,758 - [INFO] - epoch: 81, loss_rrl: 126.0818772315979
2025-12-23 21:12:47,795 - [INFO] - epoch: 82, loss_rrl: 125.51494884490967
2025-12-23 21:12:47,873 - [INFO] - epoch: 83, loss_rrl: 128.39226818084717
2025-12-23 21:12:47,949 - [INFO] - epoch: 84, loss_rrl: 129.9250464439392
2025-12-23 21:12:48,011 - [INFO] - epoch: 85, loss_rrl: 130.9692463874817
2025-12-23 21:12:48,081 - [INFO] - epoch: 86, loss_rrl: 131.1344804763794
2025-12-23 21:12:48,149 - [INFO] - epoch: 87, loss_rrl: 130.2718529701233
2025-12-23 21:12:48,227 - [INFO] - epoch: 88, loss_rrl: 125.29251909255981
2025-12-23 21:12:48,280 - [INFO] - epoch: 89, loss_rrl: 128.63759326934814
2025-12-23 21:12:48,359 - [INFO] - epoch: 90, loss_rrl: 132.09937715530396
2025-12-23 21:12:48,431 - [INFO] - epoch: 91, loss_rrl: 133.47456645965576
2025-12-23 21:12:48,500 - [INFO] - epoch: 92, loss_rrl: 127.5233302116394
2025-12-23 21:12:48,563 - [INFO] - epoch: 93, loss_rrl: 126.85937643051147
2025-12-23 21:12:48,639 - [INFO] - epoch: 94, loss_rrl: 131.45477437973022
2025-12-23 21:12:48,717 - [INFO] - epoch: 95, loss_rrl: 127.736976146698
2025-12-23 21:12:48,773 - [INFO] - epoch: 96, loss_rrl: 130.16835737228394
2025-12-23 21:12:48,852 - [INFO] - epoch: 97, loss_rrl: 126.18225622177124
2025-12-23 21:12:48,917 - [INFO] - epoch: 98, loss_rrl: 126.34645509719849
2025-12-23 21:12:48,987 - [INFO] - epoch: 99, loss_rrl: 126.39511775970459
