2025-12-23 21:24:18,771 - [INFO] - ------ ------ task type is regression ------ ------
2025-12-23 21:24:23,237 - [INFO] - ------------------------------------------------------------
2025-12-23 21:24:23,237 - [INFO] - On Validation Set (Regression):
	MSE of RRL  Model: 490.96722412109375
	MAE of RRL  Model: 21.393795013427734
	R2  of RRL  Model: -13.714553833007812
2025-12-23 21:24:23,237 - [INFO] - ------------------------------------------------------------
2025-12-23 21:24:23,255 - [INFO] - epoch: 0, loss_rrl: 1495.0672302246094
2025-12-23 21:24:23,274 - [INFO] - epoch: 1, loss_rrl: 1361.8816833496094
2025-12-23 21:24:23,290 - [INFO] - epoch: 2, loss_rrl: 1271.7937622070312
2025-12-23 21:24:23,306 - [INFO] - epoch: 3, loss_rrl: 1211.3321838378906
2025-12-23 21:24:23,322 - [INFO] - epoch: 4, loss_rrl: 1162.9788208007812
2025-12-23 21:24:23,338 - [INFO] - epoch: 5, loss_rrl: 1121.9548645019531
2025-12-23 21:24:23,354 - [INFO] - epoch: 6, loss_rrl: 1087.1223449707031
2025-12-23 21:24:23,371 - [INFO] - epoch: 7, loss_rrl: 1058.1162719726562
2025-12-23 21:24:23,387 - [INFO] - epoch: 8, loss_rrl: 1030.6039733886719
2025-12-23 21:24:23,403 - [INFO] - epoch: 9, loss_rrl: 1005.7887420654297
2025-12-23 21:24:23,418 - [INFO] - epoch: 10, loss_rrl: 982.5335540771484
2025-12-23 21:24:23,438 - [INFO] - epoch: 11, loss_rrl: 959.4732055664062
2025-12-23 21:24:23,454 - [INFO] - epoch: 12, loss_rrl: 936.9151458740234
2025-12-23 21:24:23,470 - [INFO] - epoch: 13, loss_rrl: 915.0126342773438
2025-12-23 21:24:23,486 - [INFO] - epoch: 14, loss_rrl: 893.3549194335938
2025-12-23 21:24:23,502 - [INFO] - epoch: 15, loss_rrl: 872.2346343994141
2025-12-23 21:24:23,519 - [INFO] - epoch: 16, loss_rrl: 851.6258392333984
2025-12-23 21:24:23,536 - [INFO] - epoch: 17, loss_rrl: 831.4988403320312
2025-12-23 21:24:23,552 - [INFO] - epoch: 18, loss_rrl: 811.8983917236328
2025-12-23 21:24:23,567 - [INFO] - epoch: 19, loss_rrl: 792.3978118896484
2025-12-23 21:24:23,611 - [INFO] - epoch: 20, loss_rrl: 772.9794158935547
2025-12-23 21:24:23,661 - [INFO] - epoch: 21, loss_rrl: 754.6096649169922
2025-12-23 21:24:23,706 - [INFO] - epoch: 22, loss_rrl: 736.6576080322266
2025-12-23 21:24:23,767 - [INFO] - epoch: 23, loss_rrl: 719.1335144042969
2025-12-23 21:24:23,821 - [INFO] - epoch: 24, loss_rrl: 701.8189544677734
2025-12-23 21:24:23,891 - [INFO] - epoch: 25, loss_rrl: 684.5915374755859
2025-12-23 21:24:23,949 - [INFO] - epoch: 26, loss_rrl: 668.3074035644531
2025-12-23 21:24:23,996 - [INFO] - epoch: 27, loss_rrl: 652.4439849853516
2025-12-23 21:24:24,050 - [INFO] - epoch: 28, loss_rrl: 636.9974517822266
2025-12-23 21:24:24,093 - [INFO] - epoch: 29, loss_rrl: 621.9551086425781
2025-12-23 21:24:24,138 - [INFO] - epoch: 30, loss_rrl: 607.3206558227539
2025-12-23 21:24:24,187 - [INFO] - epoch: 31, loss_rrl: 593.0878524780273
2025-12-23 21:24:24,234 - [INFO] - epoch: 32, loss_rrl: 579.2456741333008
2025-12-23 21:24:24,283 - [INFO] - epoch: 33, loss_rrl: 565.7873458862305
2025-12-23 21:24:24,332 - [INFO] - epoch: 34, loss_rrl: 552.7057800292969
2025-12-23 21:24:24,365 - [INFO] - epoch: 35, loss_rrl: 539.9937896728516
2025-12-23 21:24:24,415 - [INFO] - epoch: 36, loss_rrl: 527.6441802978516
2025-12-23 21:24:24,457 - [INFO] - epoch: 37, loss_rrl: 515.6495361328125
2025-12-23 21:24:24,511 - [INFO] - epoch: 38, loss_rrl: 504.0027160644531
2025-12-23 21:24:24,560 - [INFO] - epoch: 39, loss_rrl: 492.34547424316406
2025-12-23 21:24:24,600 - [INFO] - epoch: 40, loss_rrl: 481.27403259277344
2025-12-23 21:24:24,644 - [INFO] - epoch: 41, loss_rrl: 470.4866256713867
2025-12-23 21:24:24,702 - [INFO] - epoch: 42, loss_rrl: 459.99517822265625
2025-12-23 21:24:24,745 - [INFO] - epoch: 43, loss_rrl: 449.80535888671875
2025-12-23 21:24:24,805 - [INFO] - epoch: 44, loss_rrl: 439.91868591308594
2025-12-23 21:24:24,851 - [INFO] - epoch: 45, loss_rrl: 430.33414459228516
2025-12-23 21:24:24,867 - [INFO] - epoch: 46, loss_rrl: 421.0486297607422
2025-12-23 21:24:24,883 - [INFO] - epoch: 47, loss_rrl: 412.05787658691406
2025-12-23 21:24:24,900 - [INFO] - epoch: 48, loss_rrl: 403.3567352294922
2025-12-23 21:24:24,916 - [INFO] - epoch: 49, loss_rrl: 394.9395065307617
2025-12-23 21:24:24,932 - [INFO] - epoch: 50, loss_rrl: 386.80028533935547
2025-12-23 21:24:24,948 - [INFO] - epoch: 51, loss_rrl: 378.9326705932617
2025-12-23 21:24:24,964 - [INFO] - epoch: 52, loss_rrl: 371.33036041259766
2025-12-23 21:24:24,980 - [INFO] - epoch: 53, loss_rrl: 363.9869613647461
2025-12-23 21:24:24,996 - [INFO] - epoch: 54, loss_rrl: 356.8960723876953
2025-12-23 21:24:25,012 - [INFO] - epoch: 55, loss_rrl: 350.05127716064453
2025-12-23 21:24:25,029 - [INFO] - epoch: 56, loss_rrl: 343.44637298583984
2025-12-23 21:24:25,045 - [INFO] - epoch: 57, loss_rrl: 337.07508850097656
2025-12-23 21:24:25,061 - [INFO] - epoch: 58, loss_rrl: 330.93117904663086
2025-12-23 21:24:25,077 - [INFO] - epoch: 59, loss_rrl: 325.0087471008301
2025-12-23 21:24:25,100 - [INFO] - epoch: 60, loss_rrl: 319.3016777038574
2025-12-23 21:24:25,116 - [INFO] - epoch: 61, loss_rrl: 313.80413818359375
2025-12-23 21:24:25,132 - [INFO] - epoch: 62, loss_rrl: 308.5103530883789
2025-12-23 21:24:25,148 - [INFO] - epoch: 63, loss_rrl: 303.41466903686523
2025-12-23 21:24:25,164 - [INFO] - epoch: 64, loss_rrl: 298.51147842407227
2025-12-23 21:24:25,181 - [INFO] - epoch: 65, loss_rrl: 293.6191291809082
2025-12-23 21:24:25,197 - [INFO] - epoch: 66, loss_rrl: 288.9555358886719
2025-12-23 21:24:25,213 - [INFO] - epoch: 67, loss_rrl: 284.58411407470703
2025-12-23 21:24:25,230 - [INFO] - epoch: 68, loss_rrl: 280.1062202453613
2025-12-23 21:24:25,249 - [INFO] - epoch: 69, loss_rrl: 275.4496879577637
2025-12-23 21:24:25,265 - [INFO] - epoch: 70, loss_rrl: 271.26221084594727
2025-12-23 21:24:25,281 - [INFO] - epoch: 71, loss_rrl: 267.4919776916504
2025-12-23 21:24:25,324 - [INFO] - epoch: 72, loss_rrl: 261.9086494445801
2025-12-23 21:24:25,374 - [INFO] - epoch: 73, loss_rrl: 256.0397834777832
2025-12-23 21:24:25,422 - [INFO] - epoch: 74, loss_rrl: 251.80498123168945
2025-12-23 21:24:25,471 - [INFO] - epoch: 75, loss_rrl: 246.08219528198242
2025-12-23 21:24:25,521 - [INFO] - epoch: 76, loss_rrl: 241.76239395141602
2025-12-23 21:24:25,555 - [INFO] - epoch: 77, loss_rrl: 237.28489112854004
2025-12-23 21:24:25,605 - [INFO] - epoch: 78, loss_rrl: 234.095458984375
2025-12-23 21:24:25,649 - [INFO] - epoch: 79, loss_rrl: 229.6784381866455
2025-12-23 21:24:25,696 - [INFO] - epoch: 80, loss_rrl: 225.36451721191406
2025-12-23 21:24:25,746 - [INFO] - epoch: 81, loss_rrl: 220.55199432373047
2025-12-23 21:24:25,786 - [INFO] - epoch: 82, loss_rrl: 217.46192741394043
2025-12-23 21:24:25,830 - [INFO] - epoch: 83, loss_rrl: 214.05135536193848
2025-12-23 21:24:25,881 - [INFO] - epoch: 84, loss_rrl: 210.30497550964355
2025-12-23 21:24:25,922 - [INFO] - epoch: 85, loss_rrl: 206.119047164917
2025-12-23 21:24:25,981 - [INFO] - epoch: 86, loss_rrl: 201.63840103149414
2025-12-23 21:24:26,046 - [INFO] - epoch: 87, loss_rrl: 198.19102478027344
2025-12-23 21:24:26,101 - [INFO] - epoch: 88, loss_rrl: 195.23351097106934
2025-12-23 21:24:26,150 - [INFO] - epoch: 89, loss_rrl: 191.16336822509766
2025-12-23 21:24:26,205 - [INFO] - epoch: 90, loss_rrl: 188.44670963287354
2025-12-23 21:24:26,268 - [INFO] - epoch: 91, loss_rrl: 186.00956630706787
2025-12-23 21:24:26,316 - [INFO] - epoch: 92, loss_rrl: 182.0745496749878
2025-12-23 21:24:26,381 - [INFO] - epoch: 93, loss_rrl: 178.13798809051514
2025-12-23 21:24:26,445 - [INFO] - epoch: 94, loss_rrl: 175.4349021911621
2025-12-23 21:24:26,503 - [INFO] - epoch: 95, loss_rrl: 173.0485382080078
2025-12-23 21:24:26,578 - [INFO] - epoch: 96, loss_rrl: 170.62063312530518
2025-12-23 21:24:26,607 - [INFO] - epoch: 97, loss_rrl: 168.24172496795654
2025-12-23 21:24:26,623 - [INFO] - epoch: 98, loss_rrl: 166.0858211517334
2025-12-23 21:24:26,639 - [INFO] - epoch: 99, loss_rrl: 163.1083745956421
