RID	MEDV_5.0(b=2.8929)	Support	Rule
(-1, 70)	0.4353	0.8856	CHAS > 0.173 | NOX > 0.562 | RM <= 6.405 | DIS <= 3.180 | PTRATIO <= 17.625
(-1, 52)	0.4347	0.9346	RM > 6.405 | CRIM <= 7.209 | NOX <= 0.664 | LSTAT <= 15.211
(-1, 10)	0.4258	0.0850	AGE > 31.342 & DIS <= 5.534 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 39)	0.4248	0.6078	RM > 5.799 & NOX <= 0.677 & LSTAT <= 15.211
(-1, 49)	0.4237	0.2974	PTRATIO <= 17.625
(-1, 25)	0.4215	0.5752	RM > 5.799 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.677 & TAX <= 410.434
(-1, 36)	0.4202	0.3235	RM > 6.405 & B > 350.428 & NOX <= 0.664 & LSTAT <= 15.211
(-1, 29)	0.4168	0.8137	NOX <= 0.664
(-1, 50)	0.4159	0.8725	CRIM <= 5.135 | TAX <= 489.688 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 47)	0.4153	0.2614	RM > 6.405 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 24)	0.4116	0.8203	B > 350.428 & CRIM <= 10.909
(-1, 63)	0.4106	0.4869	RM > 6.405 | LSTAT <= 9.251
(-1, 5)	0.4090	0.3301	RM > 6.405 & CRIM <= 7.209 & LSTAT <= 15.211
(-1, 45)	0.4063	0.3333	RM > 6.405 & B > 350.428 & LSTAT <= 15.211
(-1, 7)	0.4032	0.2320	NOX <= 0.677 & PTRATIO <= 17.416 & LSTAT <= 15.211
(-1, 41)	0.4013	0.2614	RM > 6.405 & B > 350.428 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 13)	0.3988	0.2614	RM > 6.405 & NOX <= 0.677 & LSTAT <= 9.251
(-1, 16)	-0.3955	0.0392	INDUS > 4.346 & NOX > 0.677 & AGE > 72.357 & PTRATIO > 17.625 & LSTAT > 15.211 & CHAS <= 0.173 & NOX <= 0.700
(-1, 48)	0.3914	0.3235	RM > 6.405 & NOX <= 0.677 & LSTAT <= 15.211
(-1, 38)	0.3871	0.3333	RM > 6.405 & CRIM <= 10.909 & LSTAT <= 15.211
(-1, 9)	0.3842	0.2288	B > 350.428 & PTRATIO <= 17.416 & LSTAT <= 15.211
(-1, 32)	0.3831	0.3235	RM > 6.405 & B > 309.410 & CRIM <= 10.909 & NOX <= 0.664
(-1, 34)	0.3797	0.2418	CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.416
(-1, 4)	0.3788	0.1667	B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 31)	0.3784	0.3235	RM > 6.405 & LSTAT <= 12.319
(-1, 23)	0.3743	0.3791	B > 282.877 & CRIM <= 10.909 & LSTAT <= 9.251
(-1, 44)	0.3737	0.7516	B > 350.428 & NOX <= 0.664
(-1, 27)	0.3712	0.3791	DIS <= 4.326 & LSTAT <= 15.211
(-1, 8)	0.3646	0.1373	RM > 6.405 & B > 350.428 & NOX <= 0.677 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 2)	0.3626	0.2614	RM > 6.405 & B > 350.428 & CRIM <= 5.135 & LSTAT <= 9.251
(-1, 28)	0.3624	0.2614	RM > 6.405 & CRIM <= 7.209 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 11)	0.3601	0.3366	RM > 6.405 & LSTAT <= 15.211
(-1, 35)	0.3437	0.3660	RM > 5.799 & B > 350.428 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 20)	0.3375	0.3301	RM > 6.405 & NOX <= 0.677
(-1, 42)	0.3366	0.3693	B > 350.428 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 1)	0.3341	0.1373	RM > 6.405 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 33)	0.3339	0.3693	CRIM <= 7.209 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 18)	-0.3115	0.2320	INDUS > 4.346 & AGE > 72.357 & PTRATIO > 17.625 & LSTAT > 15.211 & CHAS <= 0.173 & NOX <= 0.748
(-1, 3)	0.1989	0.7876	DIS <= 5.534
############################################################
