RID	MEDV_5.0(b=0.4843)	Support	Rule
(-1, 78)	0.6614	0.7320	AGE <= 72.357 | LSTAT <= 15.211
(-1, 4)	0.6469	0.1111	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & DIS <= 5.534 & PTRATIO <= 17.416 & LSTAT <= 15.211
(-1, 31)	-0.6260	0.0686	INDUS > 4.346 & LSTAT > 9.251 & ZN <= 50.558 & RAD <= 6.318 & PTRATIO <= 16.866
(-1, 15)	-0.6195	0.0948	INDUS > 4.346 & RM > 4.652 & ZN <= 50.558 & RAD <= 6.318 & PTRATIO <= 16.866
(-1, 56)	0.6179	0.8399	INDUS <= 15.354 | NOX <= 0.562 | AGE <= 72.357 | TAX <= 317.756 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 19)	0.6176	0.2549	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & TAX <= 410.434 & LSTAT <= 9.251
(-1, 71)	0.6097	0.9183	NOX > 0.748 | CRIM <= 7.209 | NOX <= 0.677 | AGE <= 72.357 | RAD <= 15.934
(-1, 42)	0.6065	0.0948	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & TAX <= 410.434 & PTRATIO <= 16.149 & LSTAT <= 9.251
(-1, 83)	0.6027	0.5752	ZN > 21.951 | CHAS > 0.173 | NOX > 0.748 | DIS > 5.534 | INDUS <= 4.346 | AGE <= 51.269 | PTRATIO <= 17.625
(-1, 59)	0.5995	0.9412	ZN > 50.558 | INDUS > 10.197 | CHAS > 0.173 | RAD > 6.318 | INDUS <= 4.346 | AGE <= 72.357 | DIS <= 3.180 | PTRATIO <= 17.416
(-1, 76)	0.5853	0.8627	NOX <= 0.664 | AGE <= 72.357 | LSTAT <= 15.211
(-1, 57)	0.5825	0.8758	INDUS > 10.197 | CHAS > 0.326 | NOX > 0.700 | INDUS <= 4.346 | AGE <= 72.357 | PTRATIO <= 17.416
(-1, 54)	0.5705	0.9673	CHAS > 0.326 | NOX > 0.748 | DIS > 2.631 | CRIM <= 10.909 | INDUS <= 4.346 | NOX <= 0.562 | RM <= 5.372 | AGE <= 72.357 | PTRATIO <= 17.625
(-1, 34)	0.5700	0.1176	RM > 6.405 & AGE > 31.342 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434 & PTRATIO <= 17.625 & LSTAT <= 9.251
(-1, 18)	0.5635	0.0784	RM > 5.799 & AGE > 31.342 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.700 & PTRATIO <= 16.149 & LSTAT <= 9.251
(-1, 72)	0.5616	0.8235	ZN > 21.951 | CHAS > 0.326 | NOX > 0.700 | INDUS <= 4.346 | AGE <= 72.357 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 58)	0.5556	0.9281	DIS > 2.631 | B > 350.428 | INDUS <= 15.354 | NOX <= 0.562 | AGE <= 72.357 | TAX <= 489.688 | LSTAT <= 15.211
(-1, 62)	0.5429	0.7680	CHAS > 0.173 | INDUS <= 4.346 | AGE <= 72.357 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 68)	0.5411	0.9183	RM > 5.799 | INDUS <= 4.346 | AGE <= 31.342 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 49)	0.5378	0.9510	CHAS > 0.326 | CRIM <= 10.909 | LSTAT <= 15.211
(-1, 65)	0.5308	0.6732	CHAS > 0.326 | NOX > 0.700 | DIS > 5.534 | INDUS <= 4.346 | RM <= 5.372 | AGE <= 51.269 | PTRATIO <= 17.416
(-1, 79)	0.5270	0.8856	CHAS > 0.173 | INDUS <= 4.346 | NOX <= 0.677 | AGE <= 72.357 | PTRATIO <= 17.625 | LSTAT <= 12.319
(-1, 70)	0.5185	0.8856	ZN > 50.558 | INDUS <= 15.354 | NOX <= 0.677 | AGE <= 72.357 | LSTAT <= 15.211
(-1, 44)	0.5095	0.1830	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434 & PTRATIO <= 17.625
(-1, 52)	0.5076	0.8856	CHAS > 0.326 | RM > 6.405 | AGE <= 72.357 | TAX <= 489.688 | PTRATIO <= 16.866 | LSTAT <= 15.211
(-1, 41)	0.5068	0.1438	RM > 5.372 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & DIS <= 5.534 & TAX <= 410.434 & PTRATIO <= 17.416
(-1, 50)	0.5046	0.9477	CHAS > 0.173 | RM > 6.405 | CRIM <= 7.209 | INDUS <= 4.346 | NOX <= 0.677 | AGE <= 72.357 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 61)	0.5029	0.9608	NOX > 0.700 | CRIM <= 7.209 | NOX <= 0.677 | AGE <= 72.357 | PTRATIO <= 17.416 | LSTAT <= 15.211
(-1, 38)	0.5024	0.0784	RM > 5.799 & AGE > 31.342 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 16.149 & LSTAT <= 9.251
(-1, 63)	0.4957	0.9314	CHAS > 0.173 | RM > 5.799 | INDUS <= 4.346 | AGE <= 79.783 | PTRATIO <= 16.149 | LSTAT <= 15.211
(-1, 67)	0.4916	0.9673	RM > 5.799 | CRIM <= 10.909 | AGE <= 72.357 | TAX <= 489.688 | LSTAT <= 15.211
(-1, 75)	0.4896	0.9641	ZN > 6.661 | NOX > 0.748 | DIS > 2.631 | CRIM <= 10.909 | INDUS <= 4.346 | NOX <= 0.677 | AGE <= 72.357 | RAD <= 8.823 | PTRATIO <= 17.416 | LSTAT <= 9.251
(-1, 55)	0.4838	0.9935	CHAS > 0.173 | AGE > 51.269 | RAD > 6.318 | PTRATIO > 17.416 | DIS <= 5.534 | PTRATIO <= 16.149 | LSTAT <= 12.319
(-1, 10)	0.4758	0.1895	AGE > 31.342 & B > 350.428 & CRIM <= 7.209 & DIS <= 5.534 & LSTAT <= 9.251
(-1, 73)	0.4739	0.8889	INDUS <= 4.346 | NOX <= 0.664 | AGE <= 72.357 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 51)	0.4696	0.9641	CHAS > 0.173 | B > 309.410 | CRIM <= 7.209 | INDUS <= 4.346 | NOX <= 0.677 | AGE <= 72.357 | RAD <= 8.382 | PTRATIO <= 17.416 | LSTAT <= 9.251
(-1, 74)	0.4605	0.9967	CHAS > 0.173 | RAD > 6.318 | PTRATIO > 17.416 | DIS <= 5.534 | PTRATIO <= 16.866 | LSTAT <= 12.319
(-1, 14)	-0.4548	0.0556	RM > 6.405 & ZN <= 50.558 & INDUS <= 10.197 & CHAS <= 0.173 & RAD <= 6.318 & PTRATIO <= 16.866
(-1, 32)	0.4496	0.1667	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & TAX <= 410.434 & PTRATIO <= 17.416 & LSTAT <= 15.211
(-1, 69)	0.4391	0.9706	CHAS > 0.173 | CRIM <= 10.909 | NOX <= 0.677 | PTRATIO <= 16.866 | LSTAT <= 15.211
(-1, 64)	0.4344	0.9837	CHAS > 0.173 | NOX > 0.700 | B > 309.410 | INDUS <= 4.346 | NOX <= 0.677 | AGE <= 72.357 | PTRATIO <= 16.866 | LSTAT <= 15.211
(-1, 77)	0.4285	0.9510	CHAS > 0.326 | DIS > 2.631 | CRIM <= 10.909 | INDUS <= 4.346 | NOX <= 0.562 | AGE <= 72.357 | PTRATIO <= 17.625 | LSTAT <= 15.211
(-1, 47)	0.3815	0.1667	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 15.211
(-1, 21)	0.3604	0.1765	RM > 6.405 & AGE > 31.342 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & TAX <= 410.434 & LSTAT <= 9.251
(-1, 3)	0.3335	0.3660	RM > 5.799 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & LSTAT <= 9.251
(-1, 33)	0.3284	0.1830	RM > 6.405 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & TAX <= 410.434 & PTRATIO <= 17.625
(-1, 37)	0.3249	0.3922	RM > 5.799 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & DIS <= 5.534 & TAX <= 410.434
(-1, 36)	0.2830	0.1536	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.748 & TAX <= 410.434 & PTRATIO <= 17.625 & LSTAT <= 9.251
(-1, 20)	0.2823	0.4412	RM > 5.252 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & DIS <= 5.534 & TAX <= 410.434
(-1, 30)	0.2476	0.3529	RM > 5.799 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & TAX <= 410.434 & LSTAT <= 9.251
(-1, 27)	0.2248	0.2222	RM > 5.799 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.416
(-1, 46)	0.2153	0.1830	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.625
(-1, 11)	0.1619	0.1830	RM > 6.405 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.664 & PTRATIO <= 17.625 & LSTAT <= 15.211
(-1, 22)	0.1364	0.1471	RM > 5.799 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & DIS <= 5.534 & PTRATIO <= 17.625 & LSTAT <= 15.211
(-1, 5)	0.0944	0.2320	RM > 5.799 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.625 & LSTAT <= 15.211
(-1, 35)	0.0909	0.2418	RM > 5.372 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.625 & LSTAT <= 15.211
(-1, 28)	0.0483	0.1667	RM > 5.799 & B > 350.428 & CRIM <= 10.909 & NOX <= 0.664 & PTRATIO <= 17.416 & LSTAT <= 9.251
(-1, 6)	0.0301	0.0980	RM > 5.799 & B > 350.428 & CRIM <= 7.209 & NOX <= 0.677 & DIS <= 5.534 & PTRATIO <= 17.416 & LSTAT <= 9.251
############################################################
